Date,Product,Product Family,Platform,Article,Download,Severity,Impact,Details
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,3156019,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,3156019,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows 10 Version 1511 for x64-based Systems,Windows,,3156421,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows 7 for x64-based Systems Service Pack 1,Windows,,3156019,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows 10 for x64-based Systems,Windows,,3156387,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows Server 2012 (Server Core installation),Windows,,3156019,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows 7 for 32-bit Systems Service Pack 1,Windows,,3156019,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,3156019,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows Vista x64 Edition Service Pack 2,Windows,,3156019,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows Server 2012 R2,Windows,,3156019,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows 10 for 32-bit Systems,Windows,,3156387,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows RT 8.1,Windows,,3156019,Security Update,Critical,Remote Code Execution,CVE-2016-0195
05/10/2016,Windows Vista Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Windows Server 2012 R2 (Server Core installation),Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Windows 10 Version 1511 for 32-bit Systems,Windows,,3156421,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Windows 8.1 for 32-bit systems,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Windows 8.1 for x64-based systems,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0196
05/10/2016,Adobe Flash Player,Adobe,Windows 10 Version 1511 for x64-based Systems,3163207,Security Update,Critical,Remote Code Execution,ADV160002
05/10/2016,Adobe Flash Player,Adobe,Windows 10 for x64-based Systems,3163207,Security Update,Critical,Remote Code Execution,ADV160002
05/10/2016,Adobe Flash Player,Adobe,Windows Server 2012 R2,3163207,Security Update,Moderate,Remote Code Execution,ADV160002
05/10/2016,Adobe Flash Player,Adobe,Windows 10 for 32-bit Systems,3163207,Security Update,Critical,Remote Code Execution,ADV160002
05/10/2016,Adobe Flash Player,Adobe,Windows RT 8.1,3163207,Security Update,Critical,Remote Code Execution,ADV160002
05/10/2016,Microsoft Office 2013 Service Pack 1 (64-bit editions),Microsoft Office,,3115016,Security Update,Important,Remote Code Execution,CVE-2016-0126
05/10/2016,Microsoft Office 2013 Service Pack 1 (32-bit editions),Microsoft Office,,3115016,Security Update,Important,Remote Code Execution,CVE-2016-0126
05/10/2016,Microsoft Office 2016 (32-bit edition),Microsoft Office,,3115103,Security Update,Important,Remote Code Execution,CVE-2016-0126
05/10/2016,Microsoft Office 2013 RT Service Pack 1,Microsoft Office,,3115016,Security Update,Important,Remote Code Execution,CVE-2016-0126
05/10/2016,Microsoft Office 2016 (64-bit edition),Microsoft Office,,3115103,Security Update,Important,Remote Code Execution,CVE-2016-0126
05/10/2016,Word Automation Services,Microsoft Office,Microsoft SharePoint Server 2010 Service Pack 2,3115117,Security Update,Important,Remote Code Execution,CVE-2016-0140
05/10/2016,Microsoft Office Web Apps 2010 Service Pack 2,Microsoft Office,,3115124,Security Update,Important,Remote Code Execution,CVE-2016-0140
05/10/2016,Microsoft Office 2007 Service Pack 3,Microsoft Office,,2984943,Security Update,Important,Remote Code Execution,CVE-2016-0140
05/10/2016,Microsoft Office 2007 Service Pack 3,Microsoft Office,,2984938,Security Update,Important,Remote Code Execution,CVE-2016-0140
05/10/2016,Microsoft Office 2010 Service Pack 2 (32-bit editions),Microsoft Office,,3101520,Security Update,Important,Remote Code Execution,CVE-2016-0140
05/10/2016,Microsoft Office 2010 Service Pack 2 (32-bit editions),Microsoft Office,,3054984,Security Update,Important,Remote Code Execution,CVE-2016-0140
05/10/2016,Microsoft Office 2010 Service Pack 2 (64-bit editions),Microsoft Office,,3054984,Security Update,Important,Remote Code Execution,CVE-2016-0140
05/10/2016,Microsoft Office 2010 Service Pack 2 (64-bit editions),Microsoft Office,,3101520,Security Update,Important,Remote Code Execution,CVE-2016-0140
05/10/2016,Microsoft .NET Framework 3.5.1,Development Tools,Windows Server 2008 R2 for x64-based Systems Service Pack 1,3142024,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5.1,Development Tools,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,3142024,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5.1,Development Tools,Windows 7 for x64-based Systems Service Pack 1,3142024,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5.1,Development Tools,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),3142024,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5.1,Development Tools,Windows 7 for 32-bit Systems,3142024,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows Server 2012 R2 (Server Core installation),3142026,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows 10 Version 1511 for 32-bit Systems,3156421,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows 8.1 for 32-bit systems,3142026,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows 8.1 for x64-based systems,3142026,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows Server 2012,3142025,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows 10 Version 1511 for x64-based Systems,3156421,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows 10 for x64-based Systems,3156387,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows Server 2012 (Server Core installation),3142025,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows Server 2012 R2,3142026,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 3.5,Development Tools,Windows 10 for 32-bit Systems,3156387,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Vista Service Pack 2,3142033,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Server 2008 for 32-bit Systems Service Pack 2,3142033,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Server 2008 R2 for x64-based Systems Service Pack 1,3142033,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Server 2012 R2 (Server Core installation),3142030,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Server 2008 for x64-based Systems Service Pack 2,3142033,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows 8.1 for 32-bit systems,3142030,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows 8.1 for x64-based systems,3142030,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Server 2012,3142032,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows 7 for x64-based Systems Service Pack 1,3142033,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Server 2012 (Server Core installation),3142032,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows 7 for 32-bit Systems Service Pack 1,3142033,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),3142033,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Vista x64 Edition Service Pack 2,3142033,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows Server 2012 R2,3142030,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.5.2,Development Tools,Windows RT 8.1,3142030,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6,Development Tools,Windows Vista Service Pack 2,3142037,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6,Development Tools,Windows Server 2008 for 32-bit Systems Service Pack 2,3142037,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6,Development Tools,Windows Server 2008 for x64-based Systems Service Pack 2,3142037,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6,Development Tools,Windows 10 for x64-based Systems,3156387,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6,Development Tools,Windows Vista x64 Edition Service Pack 2,3142037,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6,Development Tools,Windows 10 for 32-bit Systems,3156387,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 2.0 Service Pack 2,Development Tools,Windows Vista Service Pack 2,3142023,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 2.0 Service Pack 2,Development Tools,Windows Server 2008 for 32-bit Systems Service Pack 2,3142023,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 2.0 Service Pack 2,Development Tools,Windows Server 2008 for x64-based Systems Service Pack 2,3142023,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 2.0 Service Pack 2,Development Tools,Windows Server 2008 for Itanium-Based Systems Service Pack 2,3142023,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 2.0 Service Pack 2,Development Tools,Windows Vista x64 Edition Service Pack 2,3142023,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows Server 2008 R2 for x64-based Systems Service Pack 1,3142037,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows Server 2012 R2 (Server Core installation),3142036,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows 8.1 for 32-bit systems,3142036,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows Server 2012,3142035,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows 7 for x64-based Systems Service Pack 1,3142037,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows Server 2012 (Server Core installation),3142035,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows 7 for 32-bit Systems Service Pack 1,3142037,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),3142037,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows Server 2012 R2,3142036,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6/4.6.1,Development Tools,Windows RT 8.1,3142036,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6.1,Development Tools,Windows 10 Version 1511 for 32-bit Systems,3156421,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Microsoft .NET Framework 4.6.1,Development Tools,Windows 10 Version 1511 for x64-based Systems,3156421,Security Update,Important,Information Disclosure,CVE-2016-0149
05/10/2016,Windows Vista Service Pack 2,Windows,,3141083,Security Update,Important,Remote Code Execution,CVE-2016-0152
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,3141083,Security Update,Important,Remote Code Execution,CVE-2016-0152
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,3141083,Security Update,Important,Remote Code Execution,CVE-2016-0152
05/10/2016,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,3141083,Security Update,Important,Remote Code Execution,CVE-2016-0152
05/10/2016,Windows Vista x64 Edition Service Pack 2,Windows,,3141083,Security Update,Important,Remote Code Execution,CVE-2016-0152
05/10/2016,Windows Server 2008 for 32-bit Systems (Server Core installation),Windows,,3141083,Security Update,Important,Remote Code Execution,CVE-2016-0152
05/10/2016,Windows Server 2008 for x64-based Systems (Server Core installation),Windows,,3141083,Security Update,Important,Remote Code Execution,CVE-2016-0152
05/10/2016,Windows Vista Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2012 R2 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows 10 Version 1511 for 32-bit Systems,Windows,,3156421,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows 8.1 for 32-bit systems,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows 8.1 for x64-based systems,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2012,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows 10 Version 1511 for x64-based Systems,Windows,,3156421,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows 7 for x64-based Systems Service Pack 1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows 10 for x64-based Systems,Windows,,3156387,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2012 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows 7 for 32-bit Systems Service Pack 1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Vista x64 Edition Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Server 2012 R2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows 10 for 32-bit Systems,Windows,,3156387,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows RT 8.1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0168
05/10/2016,Windows Vista Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2012 R2 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows 10 Version 1511 for 32-bit Systems,Windows,,3156421,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows 8.1 for 32-bit systems,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows 8.1 for x64-based systems,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2012,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows 10 Version 1511 for x64-based Systems,Windows,,3156421,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows 7 for x64-based Systems Service Pack 1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows 10 for x64-based Systems,Windows,,3156387,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2012 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows 7 for 32-bit Systems Service Pack 1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Vista x64 Edition Service Pack 2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Server 2012 R2,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows 10 for 32-bit Systems,Windows,,3156387,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows RT 8.1,Windows,,3156013,Security Update,Important,Information Disclosure,CVE-2016-0169
05/10/2016,Windows Vista Service Pack 2,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2012 R2 (Server Core installation),Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows 10 Version 1511 for 32-bit Systems,Windows,,3156421,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows 8.1 for 32-bit systems,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows 8.1 for x64-based systems,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2012,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows 10 Version 1511 for x64-based Systems,Windows,,3156421,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows 7 for x64-based Systems Service Pack 1,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows 10 for x64-based Systems,Windows,,3156387,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2012 (Server Core installation),Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows 7 for 32-bit Systems Service Pack 1,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Vista x64 Edition Service Pack 2,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Server 2012 R2,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows 10 for 32-bit Systems,Windows,,3156387,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows RT 8.1,Windows,,3156013,Security Update,Critical,Remote Code Execution,CVE-2016-0170
05/10/2016,Windows Vista Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2012 R2 (Server Core installation),Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows 10 Version 1511 for 32-bit Systems,Windows,,3156421,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows 8.1 for 32-bit systems,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows 8.1 for x64-based systems,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2012,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows 10 Version 1511 for x64-based Systems,Windows,,3156421,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows 7 for x64-based Systems Service Pack 1,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows 10 for x64-based Systems,Windows,,3156387,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2012 (Server Core installation),Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows 7 for 32-bit Systems Service Pack 1,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Vista x64 Edition Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Server 2012 R2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows 10 for 32-bit Systems,Windows,,3156387,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows RT 8.1,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0171
05/10/2016,Windows Vista Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0173
05/10/2016,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0173
05/10/2016,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0173
05/10/2016,Windows Server 2012 R2 (Server Core installation),Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0173
05/10/2016,Windows 10 Version 1511 for 32-bit Systems,Windows,,3156421,Security Update,Important,Elevation of Privilege,CVE-2016-0173
05/10/2016,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0173
05/10/2016,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0173
05/10/2016,Windows 8.1 for 32-bit systems,Windows,,3153199,Security Update,Important,Elevation of Privilege,CVE-2016-0173
